Time,Flow_Rate,Temperature,Pressure
99,1021.9080825364838,380.7346974183107,322.6836629940023
100,251.6805891803585,285.951529227313,240.19996676659605
101,1367.6225579100294,365.5892423554688,291.68112221508443
102,56.35174058592275,320.11184764005094,252.0814306219745
103,468.45200122524005,414.2881078133388,317.41862374568495
104,1473.1475502521355,357.29295423184715,274.9702108027604
105,1868.4853976266616,333.3707245412982,274.41836326396543
106,1227.5942069638966,397.48681169031704,294.63037782850853
107,815.5489836763745,401.10487993391206,321.2518078013921
108,1707.9786587485555,360.768515438605,287.71452206165577
109,1985.6707555130074,387.745574558575,305.6032674570995
110,591.4450376517152,340.904568081697,256.7143280992466
111,780.9448527688523,399.876463823225,317.61124922646684
112,1398.2146216964043,351.08959495830084,278.33630526239386
113,714.6819370067209,404.68576617581635,304.4119244240902
114,64.8182749267646,355.7309260166108,301.0036723214588
115,698.9340462932154,363.72294681651755,287.12650360445195
116,970.0329370540696,417.6775052877106,342.05587134339856
117,97.4219620243901,396.0911516575803,323.2794405583907
118,1830.1357838300041,425.5856454264432,326.482567412109
119,1451.4076767111962,323.50917747568235,273.382902501031
120,1545.1504587526817,364.1396619192865,299.66719508626034
121,193.8035214589836,381.54633944932567,299.0470185294064
122,75.42251252067499,437.5289458746511,350.05670294786063
123,520.3654382558817,364.76254673025227,300.644021188899
124,251.88997662697975,373.4956684935498,299.1320042104592
125,477.0608136039807,369.67021905555504,291.7868004087026
126,1364.6651925040862,386.27705318348245,305.64810516530906
127,962.9560434713661,336.0354449176276,270.1494190968352
128,1873.0802730366356,406.8422046905065,336.0535937108119
129,1163.215862018481,335.7118921866612,258.49715435928937
130,373.0287735540665,328.9860247849597,260.07024808908716
131,374.6694816724966,342.0442547864577,286.1904959913142
132,677.7686916054353,387.9567261312453,323.2120143999268
133,866.101765110778,360.34042824442264,282.92475744296263
134,154.46381524601983,400.8572566529763,317.76919470803796
135,1272.3813669793808,352.0419032572571,292.8258008922327
136,117.76068100123705,357.73423042464174,282.5490531061208
137,1447.6359915602761,379.5215416257826,312.38782304271575
138,1320.5438777415493,385.23745326974773,295.0558046497151
139,18.628327016502094,407.39583658943593,329.47816929739133
140,1526.5995782620996,399.63360754991885,334.0179062190869
141,677.925309402667,357.5138583443311,302.7226052597306
142,1552.6493291882464,375.701891934886,308.9224103195274
143,672.2571363911009,337.6164283570608,269.38836361136384
144,1161.5037099813674,368.2503412951785,298.81966610985904
145,344.7819060194665,395.4029382787438,322.24145407363727
146,1692.589134638834,300.3481702616757,242.41136047499302
147,542.53511832353,353.9088483424197,289.7301720871969
148,1489.5338082087083,427.9002054695374,347.9259530706921
149,1127.2759442006,391.60775403113706,309.6729303128463
150,1800.275696623143,400.1202405775028,329.9419847725641
151,1097.0958440005847,400.3649539408708,335.0492164721903
152,51.257572861184855,473.2905356082175,377.7826137196934
153,162.19870437949436,398.43259062750394,313.0842454234976
154,1911.1623910228811,313.1426751097301,244.71038626071902
155,912.607057962779,326.57091468833613,271.1193601814499
156,295.5470778565807,392.26576957535826,319.19317231053446
157,1350.247050739958,336.9911623383594,265.0623844695964
158,1247.709672293798,319.0649351681002,254.8928492125827
159,1100.862220669962,423.01435432123435,351.46440663945145
160,1811.5949727866036,371.28485564890974,296.6974564269097
161,1796.7395251408352,309.590639384454,253.92773582767623
162,525.5425032437943,413.9645550823724,345.94572338937223
163,1438.5944283319923,454.815732406713,361.17498036931823
164,970.8078349999245,382.56473705091173,298.28707682276945
165,562.4887895489755,296.6014406183978,248.8571013674274
166,117.50056182934043,369.8724700760606,296.6250978474666
167,410.91191982364853,409.6757666654575,332.83927400405423
168,1280.4381193244112,370.88186622979987,298.77570542837947
169,572.6627015038412,359.69511699349863,285.9722490793636
170,885.6340733255947,338.5375705972984,277.75037100218105
171,692.5454007635445,365.1764190631168,304.60734883178367
172,999.974474859091,386.4858677725898,308.92616274025545
173,1310.4892247889782,375.902462735609,281.6092217497548
174,1898.8804198412113,372.49172888227145,318.89672722108696
175,67.11542308267121,353.6780595638836,300.88815315564756
176,1113.1216926930426,395.6316622818731,310.3015274849001
177,1281.9595457871078,448.5369467699111,360.2023530720919
178,317.72356239989074,371.6874683227247,306.7969756736471
179,1453.1687304352836,393.81987871619765,328.98883428182836
180,757.6616765666517,352.9813721991955,274.0642703768358
181,1023.5948798335484,403.6394395844082,308.3676497127246
182,1156.9038845892564,393.5961715003838,307.9550770739987
183,1690.7162595430168,379.3197827763662,292.2884885490378
184,1403.9562904446925,394.9474745656849,329.6825402528041
185,1258.7501893568901,439.6574548446009,343.7679652770549
186,103.63476989742955,392.04592031365115,301.8695920241865
187,92.77400131973911,283.3852848857893,241.6163187836864
188,1058.5010728224986,325.7254516506007,254.32767555496898
189,1566.3025405903463,450.82791695967353,362.48226930723075
190,1406.4526535390935,387.114219235654,310.17091463705015
191,394.04111989089796,422.20002161390914,342.0376322244035
192,544.2170903591505,388.5923796405267,323.0667355428733
193,431.2855791902527,354.3683377181269,270.12162835114566
194,817.2855257704382,423.84908888422274,343.25329981811154
195,1310.8968086584484,412.3835716429392,326.7697911065989
196,541.3694190941288,336.6750213831239,277.44440504309154
197,561.6087988604801,424.2745483493993,338.29562988420247
198,1563.75803549269,338.84034689742396,278.87062306521136
199,1704.3807495609537,428.38489146800777,340.41864712291766
200,1095.32495802623,457.9941893757324,376.2758646978046
201,1448.5045259437106,384.4107576445312,310.8508524958883
202,866.902355933676,331.2441058958625,263.8959998302524
203,1641.2468610130638,348.6464922905525,291.9837505864594
204,1648.8347486122511,295.184267593287,234.62599638488024
205,34.066383714386156,416.28615831837226,314.5535917082389
206,1466.3473727261494,428.8775450444112,334.0829398890245
207,1434.7688059961297,381.34318919015374,303.4838207547203
208,1438.7954923449827,348.1461514048878,294.4644736838142
209,1572.3604088757563,334.7254288480591,254.7958949403633
210,1874.4459755731393,352.51318830968296,280.501942943298
211,1316.6678481411532,321.1224549555888,268.39458099221764
212,375.80826566864744,423.42908531166387,339.0280324437567
213,1376.7225427865728,355.0525254343151,264.04357218077746
214,1980.7918736264592,415.94605246224353,338.34619370728313
215,1828.8263470735974,347.3876470426786,282.97953916206154
216,1730.2989692251188,407.1182515323758,325.14400177377576
217,94.35946295595829,438.21867273597445,378.97784740276575
218,16.670140104831212,394.0441761395758,325.1675107583287
219,1499.2639144131251,420.6274990535049,341.4265052267802
220,1467.346306954218,373.89694377042434,293.8936351493714
221,1417.0319584342337,351.56740937249606,294.52030344037684
222,315.00809519610357,379.11813377020013,302.81329772748376
223,237.97372333560563,413.32497861687614,317.2021370072065
224,321.6435517912976,311.78132726402555,252.02777099244963
225,1646.5224786581036,368.45366055067433,284.89475568881863
226,808.0322825840891,308.8148839059569,264.2135871046037
227,359.0822935980001,426.49082252431765,323.3124314301577
228,1263.2810728505249,392.70704576815285,321.9599417851031
229,77.20601287433902,349.389379631425,270.3406176022151
230,189.1121981305639,317.41874116246174,245.31895502529787
231,224.2641031770395,435.5640755047714,345.19804612067725
232,1379.216205551104,409.96868659465935,339.6036329332223
233,1234.914559013233,403.3809189537843,329.5766931849251
234,1148.031851186037,348.3968421529631,297.77203570600096
235,1652.392536974898,416.9754833873642,334.5538820994075
236,1489.810879212327,389.231484561395,307.0940213987709
237,454.07575716111035,390.9542026256935,307.56927409619686
238,176.68943195164886,346.3605604155918,276.41911120043346
239,1002.3710130763278,459.802867589686,377.377775050199
240,628.069903784778,361.61987854307154,294.4029736145688
241,536.6789222837926,368.8597975848777,295.5111915483168
242,1019.3744011504234,453.3985593816021,356.845587020746
243,1403.555681979269,359.26269623556135,288.77134243984506
244,1814.4607309413577,372.0897456729585,305.62796734237526
245,908.1324475361337,319.5931356714626,254.43648508494363
246,1066.8839568004942,337.92565948735825,277.98180175679715
247,1617.8215681625638,357.9540796863489,287.5343623506448
248,779.0611148227683,316.847745642377,252.30727033355484
249,1486.2205843934912,389.874243575403,318.37422363556357
250,1969.835997522112,419.86706111701955,325.4395172481635
251,422.2739278595185,396.553441211138,307.93670205336275
252,1157.2515337075615,378.71514435109026,295.67495860099865
253,1441.7144778548536,328.5952046800992,289.61578832016363
254,267.9930700360763,369.4678316815438,291.32495822060764
255,1626.2045933199536,484.9112554177997,373.69152914930174
256,1474.4942390363306,366.20661744779727,285.7947446316594
257,1489.0521136345903,353.446558788862,289.3677188608951
258,1687.2363314051001,323.9650328340348,255.15667306783868
259,1499.7683799790689,385.6524245281638,313.00931639002476
260,1482.4868467540607,366.4119372799302,290.14753141203516
261,1284.1690200949758,362.46522244464774,295.7092452899506
262,1279.8082347528425,382.1568264108525,318.0032337857752
263,1655.8768281231455,318.5267968999676,254.20389094161857
264,1668.228933945038,434.33120509342484,350.755953669629
265,443.7604496466459,361.4076203594733,288.78032157596533
266,1324.6889939239454,383.99893433255244,320.43534144689494
267,359.2606376461242,340.03131340534065,281.46730664662766
268,1643.2723505500435,389.01805373093845,316.9495568482046
269,64.62887257992611,395.86106287315727,308.4332899280144
270,69.45845303996047,452.0734629305564,362.2603674301305
271,39.83993142250457,441.18511609404317,367.22943275135907
272,1291.5153098878845,377.50827111772855,303.0663606805762
273,1063.7793735681232,324.857382461182,250.14710646131067
274,56.094882099504645,370.27658442297786,291.2241645005821
275,53.858812688052566,332.67513529260896,274.4206709709582
276,1495.6166506777483,342.8817484676242,267.78900438440786
277,1497.6436100511394,345.04947573540363,287.4499334986566
278,463.61101802714575,364.5552016180593,303.2029950247201
279,1569.2715366542373,426.0349671659652,350.10095731836196
280,1688.6315698195356,432.02176148321803,364.72357761419994
281,1661.1158561393038,358.39224596886294,286.0012160911487
282,1110.6507293146024,363.30500415092786,287.7802320167144
283,1383.9165479378212,276.7094643917825,220.68813958335022
284,1544.3873843883493,381.1402024151223,297.67485192991705
285,1477.749976492677,359.0457973743065,273.4945648989564
286,814.7314459145148,364.96961712468334,308.30754957717164
287,1342.9972221101443,392.9284912582644,313.2547143943469
288,1394.1568654397631,331.60707488232174,260.08147323752166
289,1630.3124008900265,392.4861416556689,325.8459642770255
290,699.3082589704737,388.16823937210603,313.5127812207112
291,1047.929560818556,350.60834405303683,268.4143996103167
292,384.4023163303036,390.5208666487191,323.25647857677535
293,505.6372600650016,312.4710541253489,265.825993346747
294,1083.3833114786432,292.0058106242676,236.333738567366
295,603.6958871198858,356.8495123932048,300.8233081000829
296,1290.401704674209,401.8538485951122,347.70058777260317
297,98.75505927958075,434.94052271519905,354.03388771045985
298,219.64664257520852,430.9350648318998,347.098480910455
299,1515.5968871256089,330.13293888298045,274.9190136770517
300,886.2625447164561,406.2946065942155,343.23621972072993
301,1939.4384296367032,404.16010871220874,327.50908443284436
302,245.94773897179266,403.1235784132371,328.6162562738678
303,716.2894241949441,398.6710756236579,329.1629149797838
304,1847.0679426320148,397.7220599335593,323.9095051055444
305,1671.9140541721217,376.10305622957566,304.9440680440095
306,1956.3506326221432,386.69499584907214,306.73116753387666
307,391.88572310709696,410.263493879847,345.2105708488476
308,719.3562840716374,381.7496587048215,297.23263519002904
309,1290.8162054540135,419.49285468997243,325.1683080719624
310,554.8639635937581,355.2792874206214,270.36707333881213
311,94.7199052965294,333.0245166126358,257.2078809848788
312,1163.542497151758,429.37850981673034,346.0951859938623
313,376.109785422827,355.9558238604242,290.7162808975705
314,1578.8741125436231,456.340805970122,366.29968852374645
315,761.3189971030607,349.6350460591292,266.505080691135
316,653.5983323764854,401.3535077094475,322.65929141855986
317,1302.955395928811,364.3475754718362,301.77958912949384
318,1249.936852049814,412.69505330391803,325.1470070883703
319,623.8399602174098,377.1065410757627,286.3844225646564
320,1496.1042492187796,384.6170412456923,316.78288150464107
321,806.9777213901704,442.81590841088547,343.26785172502815
322,1530.1655230940614,421.4047953199008,341.15037398930895
323,89.39162940439373,403.8991620771225,321.04254386044937
324,1819.7857281994688,350.36639245008115,286.8165997319323
325,1293.0799945656618,321.6151085319923,255.63134506153952
326,905.8109606089712,373.0942417618209,282.93864313435336
327,45.06812200219212,331.9665055583828,252.28556369166844
328,418.4305737315448,345.83989128779126,260.1495776129199
329,1226.969055543521,358.61058078714876,273.15900087391134
330,1856.1840597135015,356.18012128380235,281.2794418189066
331,1208.8936799894175,498.6092922467125,405.5452738056321
332,1123.3253857967993,401.6031578470369,323.000466257081
333,829.2337564458137,461.8036151033824,380.88047153425157
334,1671.9112568905484,380.12752992393945,300.3176808332801
335,1162.9652441551277,396.3219404361164,325.6846429120441
336,1489.4927376765813,408.807941411282,325.5616205827984
337,492.272225251746,402.10559859511983,329.23286417955745
338,229.70384840571845,328.19990369998084,279.0135693280396
339,1979.5659563092759,410.560229224041,328.2439935080141
340,66.13572277230314,405.75281173832246,324.7826041593835
341,443.7445649819451,330.8774977520161,264.58494722243194
342,831.1499637745507,302.5235730818961,242.4588243742802
343,479.29888022669184,447.4764269181039,350.36273812517766
344,531.7066377625629,339.439770775959,261.6445375122872
345,1111.9663351108252,324.4143545735568,245.0125277801732
346,1220.2928301130123,360.98194626906155,271.5483717177813
347,1213.9016097413137,356.6269555665735,280.7002700496967
348,1523.1529110922465,404.95052426459637,307.8712322089364
349,431.34610513570647,329.3725009464951,254.14157554711343
350,1787.250299397683,343.9770022872446,285.9763993284706
351,1321.0851098793562,393.3730444334265,301.5247340978396
352,91.43672627293925,348.89512006608794,282.50082799706036
353,1194.1708051367425,293.659194029878,228.6065096542264
354,755.3844324967704,393.1504876067952,314.9451096264685
355,689.2603168729897,351.8050643028918,275.1108344649865
356,398.32310025409987,349.8797594224972,269.73566855433205
357,1431.1229650580779,326.98564567876565,254.8036329288523
358,1954.617422826391,390.30488300650137,305.72304131246915
359,556.4347381049347,385.03038287531666,320.3879730871192
360,1311.3327615843311,404.4223022954044,314.67474346917857
361,875.0374176876165,390.0893446704725,327.9837819650062
362,866.8497832338609,399.1505935119452,318.08804245904986
363,212.38528316076506,380.32978094444496,304.6661197748847
364,503.7494668536446,360.125756424597,300.71283758928695
365,1736.4631959932858,414.94305082462637,315.33379577329583
366,232.63260116721682,356.4038284996162,282.5874779957582
367,633.8004190404537,368.65681080984626,288.4189467327515
368,1430.0465219580392,443.6754407372416,350.6846984110104
369,759.4934589216473,421.80009630001916,324.6107361412494
370,541.6379921414471,382.76898510395534,292.33754744196733
371,1893.8602149983026,361.1949787411811,284.5815792898806
372,1820.1089272379409,441.98659556097306,340.45677032972486
373,1220.926580171629,412.07434051264175,344.7519356867199
374,1992.336284529382,375.5013387803228,299.1791571231765
375,1973.212471683484,388.38012145692846,321.33257428945865
376,1756.0330376380925,405.2166010544188,329.39671296827606
377,1003.450203394159,374.4986612196772,300.06865683196463
378,1623.4936756281513,303.5354653802612,258.58151047463826
379,1592.0096204478243,416.6292754587018,344.0103430737776
380,355.9940137627669,323.0465346942998,247.02605255922958
381,1215.2173839771742,358.82842838805686,280.29215913170935
382,196.65851876093433,380.9373736421796,309.8844245049958
383,458.41332440209356,385.8603380807135,296.5064955632276
384,287.3406099413398,377.9102543270415,285.31403882936706
385,619.8249047761238,366.00106566744756,308.96064235721394
386,907.4101561421055,280.3752749254283,216.72428692833864
387,593.4663626018283,343.1577953094935,261.3083702159166
388,1119.4575966132932,376.70502340707776,296.07302165471697
389,1743.7026289963426,305.4320933885899,254.11855850946753
390,414.9476280912838,399.39165594696317,320.32979982296644
391,116.14390493780792,391.38941921285124,305.6435467173619
392,1816.206901194346,378.5137935158349,309.7337586590191
393,680.9731698679045,342.32500937999345,262.619778542657
394,1682.6585202675908,436.2027035255132,331.8950433852489
395,1864.7373656971547,322.5768355132749,252.42403244825923
396,1619.2057515889162,367.23101489604466,289.24780698686664
397,126.44963109795906,444.56790661141014,360.73304117055204
398,806.2939448946947,376.9057582381791,293.61565315744826
399,514.2596261132837,367.0265640775517,302.7672868213039
400,1288.5447641901953,341.192058588718,275.7211389733464
401,1145.9935527536738,430.40686432853744,332.88054099213196
402,1851.2220021086694,308.013404439027,246.46287613087333
403,788.3632740236645,363.0955559106608,293.24987545230715
404,1675.4461016606447,343.4323338936711,285.816639881462
405,1364.6275422054157,418.0334944416172,334.052500872056
406,668.0964979718631,411.7673094058728,318.1956687486193
407,568.8396252421883,402.6123529573214,337.67006275510425
408,1410.7089949157942,376.3036774678665,314.584661782455
409,1143.0397293297856,369.0626263578204,288.00930219611405
410,1942.6653613863386,352.2779400664407,296.09147604522843
411,440.2519007518992,299.17208304032647,233.47109941896147
412,472.70663595864073,425.142617538818,350.83890047922637
413,1387.7851679649364,440.409360615546,337.1472598624011
414,1323.2181580948513,466.6147151142107,397.28803472559997
415,1839.810006249528,383.382968915586,311.1190957090731
416,1844.0293651883874,386.0685454694699,298.30309094396375
417,507.0517545727076,290.19713241031394,232.04982809235642
418,1075.4010759562427,347.89440140488017,272.3624559918567
419,791.668631216739,376.5043315064502,308.0927868790173
420,184.06009156346013,431.4732031000324,344.0866185268927
421,546.9117610013509,367.6393139535208,297.56646053748744
422,172.7979919830623,327.79997838609086,267.5425942155799
423,1952.6565672396043,397.25233867835675,311.0445044084358
424,1799.8140638436905,410.85893456007665,328.04672241802587
425,1667.7741827750501,326.15091111577726,268.2082260847801
426,1958.8536511332259,349.1427433470237,270.0381661756953
427,1195.2596977811006,341.7618671776065,274.39547373193716
428,1359.9993633427816,335.05694917537363,285.93539501695403
429,444.0397970062392,374.8997347640171,295.7006045631266
430,1852.1571502403713,322.0997945304626,268.35035881253276
431,78.00517073439599,341.4778132049037,277.98187684210865
432,1264.6316824039714,372.29077147982963,299.55237924356834
433,80.3724205119789,346.1008379228775,275.31672355296485
434,1946.757155167821,409.095431918303,340.16495289566336
435,1751.3243468023293,464.048470772687,375.21763037763037
436,1007.9689225743587,426.9534653057002,346.47075218965364
437,1179.1589172406063,371.8886463341234,295.74586495164766
438,562.3701077652186,372.69262299568067,301.8519660368416
439,307.0772431975628,469.6247250745717,370.5162774610082
440,1658.8218733814467,354.13893712684273,304.45595561134996
441,263.548304384769,339.14106543992335,258.1108572090774
442,265.2941635277818,370.68021722363386,311.71188767199584
443,689.2176577324402,310.34254515539914,230.92628454199522
444,1976.3275731662145,438.92772559691275,360.0558307175672
445,967.0842874259149,313.79729647448687,253.18134643153
446,615.7270620388541,357.0715087417356,288.97432795554363
447,500.9113045135637,433.7353519298264,337.825939309479
448,1563.248750359192,288.1963848966176,237.8138821881687
449,293.24538564717915,350.8494064880548,295.7775902977348
450,877.4592735258709,390.73730376443865,308.0860303403729
451,1736.2788379475699,397.9580967427429,330.88497645499405
452,28.805970757682413,388.8050212588189,316.6816464360273
453,1515.1081796054477,402.3584268940273,317.8288075360225
454,1958.0218421052145,350.123536176775,272.79036336066997
455,466.8835267130865,360.5546786577115,296.69616497580154
456,1481.5884119592167,365.79527597370935,311.6487817407038
457,1600.791702617774,334.3911186713189,263.6235074225143
458,1742.569193246197,362.0432738687547,281.5825155610832
459,1392.398720079378,354.82512055046476,295.89382413205715
460,442.8190026078751,445.4964119144956,348.3906930793743
461,163.6321420319035,315.059477284801,242.36657940869182
462,1118.7228736759964,370.07459009060653,318.5531864123483
463,1119.2468727553664,389.4453213422885,328.9749641243279
464,799.9105230398214,370.4784583742174,288.6890010485934
465,1092.3955617777501,304.5035880855044,246.35877241363087
466,333.56421716823115,371.4862064841651,288.4647833401342
467,347.596125412726,402.86739668252204,304.0332635334866
468,1429.8520496416004,373.29497659292224,292.2608770683167
469,1993.5835887617702,330.50714531002757,241.82434597651812
470,1602.1591437768523,344.24718826167754,269.9177894011446
471,333.04522958857564,436.8573248902699,344.90954430395175
472,1548.0758998068125,366.617031084414,292.64280201882167
473,581.5409681421492,379.92540990939347,301.7113664367978
474,1855.0592808904344,429.88815235994906,344.23490208598315
475,946.5770731660962,382.9734359224483,312.4585278561625
476,796.6457191776428,368.0468474999335,308.1764413578939
477,199.99931783992574,334.05394753775647,271.50861990254674
478,1010.5777225576563,375.30079822794164,285.97331242976196
479,177.00539315664048,344.5159783601973,267.86291483752376
480,1369.8028382836,413.00883766164065,333.50266055590936
481,276.2643126877121,314.4359244952287,242.84767622511464
482,940.659420229072,449.6518297383243,379.6332845039434
483,495.7823008310156,389.65957175557736,326.640835163421
484,1998.9956367515817,413.6435318852949,323.5462270717643
485,545.7022413205138,374.298108065114,291.0799945574783
486,1170.7473853116933,383.79338255220273,303.3952067024805
487,29.794384944116665,265.0887445822003,208.49477862589004
488,1222.5885971923544,414.614251768543,325.96289520931936
489,1022.3446101606376,343.7053934057845,273.31779740926606
490,966.1161164558729,359.4791333512809,292.1424684727227
491,806.2848598270673,271.966827858044,213.6008096997999
492,1778.3085857101205,306.3245592627584,249.56126508754213
493,367.42577968945415,415.6088813286811,349.3302023759934
494,1387.4888863348551,384.20472402629065,312.4235166683698
495,1555.4433563584091,329.7547639664547,276.7722311053516
496,1468.9982584929892,408.23813282239354,315.8096882444323
497,1214.297675394595,353.21433380800005,288.616826918657
498,1401.1089735195235,373.6963225321335,301.04239515576876
499,482.24673734938716,406.5676661063289,328.0833733638631
500,171.1732276462879,407.67499062000655,314.1563402560411
